,sampleID,startTime,duration,sourceID
183,speaker044_0009,00:09:43.594624,1.878375,20H-20171220
184,speaker044_0010,00:08:37.567937,2.454375,20H-20180124
185,speaker044_0011,00:08:37.567937,5.142375,20H-20180124
186,speaker044_0012,00:08:37.567937,8.23575,20H-20180124
187,speaker044_0013,00:08:41.023625,4.77975,20H-20180124
188,speaker044_0014,00:08:41.023625,5.86775,20H-20180124
189,speaker044_0015,00:08:41.023625,7.958375,20H-20180124
190,speaker044_0016,00:08:45.729749,3.24375,20H-20180124
191,speaker044_0017,00:08:45.820000,2.34775,20H-20180124
192,speaker044_0018,00:08:54.556874,4.33175,20H-20180124
193,speaker044_0019,00:09:03.182562,1.00375,20H-20180124
194,speaker044_0020,00:09:08.793187,2.98775,20H-20180124
195,speaker044_0021,00:09:15.442437,1.0890625,20H-20180124
196,speaker044_0022,00:09:22.601999,2.6890625,20H-20180124
197,speaker044_0023,00:09:30.622437,2.4970625,20H-20180124
198,speaker044_0024,00:09:30.622437,6.7850625,20H-20180124
199,speaker044_0025,00:09:34.848062,2.5610625,20H-20180124
200,speaker044_0026,00:09:34.848062,6.89175,20H-20180124
201,speaker044_0027,00:09:37.435749,4.2890625,20H-20180124
202,speaker044_0028,00:09:37.435812,5.54775,20H-20180124
203,speaker044_0029,00:09:41.605125,1.366375,20H-20180124
204,speaker044_0030,00:09:41.605125,4.4170625,20H-20180124
205,speaker044_0031,00:09:42.976125,3.05175,20H-20180124
206,speaker045_0000,00:12:51.694937,5.54775,20H-20180108
207,speaker045_0001,00:11:50.503062,5.270375,20H-20180108
208,speaker045_0002,00:11:55.523937,5.7610625,20H-20180108
209,speaker045_0003,00:12:01.541624,4.566375,20H-20180108
210,speaker045_0004,00:12:28.611812,1.1530625,20H-20180108
211,speaker045_0005,00:31:48.136937,3.094375,20H-20180203
212,speaker045_0006,00:12:35.865125,9.3450625,20H-20180108
213,speaker045_0007,00:12:45.013062,12.2250625,20H-20180108
214,speaker045_0008,00:24:59.564374,2.0490625,20H-20171209
215,speaker045_0009,00:11:52.521062,1.13175,20H-20180108
216,speaker045_0010,00:11:52.521062,3.2650625,20H-20180108
217,speaker045_0011,00:11:53.474937,2.3050625,20H-20180108
218,speaker045_0012,00:11:54.581750,1.19575,20H-20180108
219,speaker045_0013,00:11:56.246312,2.85975,20H-20180108
220,speaker045_0014,00:11:56.246312,5.0570625,20H-20180108
221,speaker045_0015,00:11:58.993624,2.3050625,20H-20180108
222,speaker045_0016,00:12:01.541624,2.85975,20H-20180108
223,speaker045_0017,00:12:02.886875,1.5370625,20H-20180108
224,speaker045_0018,00:12:04.400375,1.70775,20H-20180108
225,speaker045_0019,00:12:35.865125,3.926375,20H-20180108
226,speaker045_0020,00:12:36.722750,3.094375,20H-20180108
227,speaker045_0021,00:12:36.722750,8.49175,20H-20180108
228,speaker045_0022,00:12:36.722750,5.206375,20H-20180108
229,speaker045_0023,00:12:35.865125,6.038375,20H-20180108
230,speaker045_0024,00:12:41.924187,3.286375,20H-20180108
231,speaker045_0025,00:12:43.520812,1.70775,20H-20180108
232,speaker045_0026,00:12:45.013062,3.222375,20H-20180108
233,speaker045_0027,00:12:45.991125,2.262375,20H-20180108
234,speaker045_0028,00:12:45.991125,11.2650625,20H-20180108
235,speaker045_0029,00:12:45.991125,5.462375,20H-20180108
236,speaker045_0030,00:12:45.013062,6.422375,20H-20180108
237,speaker045_0031,00:12:45.013062,9.558375,20H-20180108
238,speaker045_0032,00:12:46.042874,8.55575,20H-20180108
239,speaker045_0033,00:12:48.277062,6.31575,20H-20180108
240,speaker045_0034,00:12:48.277187,8.9610625,20H-20180108
241,speaker045_0035,00:12:48.277249,1.430375,20H-20180108
242,speaker045_0036,00:12:48.277249,4.52375,20H-20180108
243,speaker045_0037,00:12:54.845812,2.41175,20H-20180108
244,speaker045_0038,00:30:39.036687,2.8810625,20H-20180116
245,speaker045_0039,00:30:39.036687,6.614375,20H-20180116
246,speaker045_0040,00:30:41.749749,3.88375,20H-20180116
247,speaker045_0041,00:30:43.761874,1.878375,20H-20180116
248,speaker045_0042,00:30:49.317000,4.502375,20H-20180116
249,speaker045_0043,00:30:52.427687,1.4090625,20H-20180116
250,speaker045_0044,00:30:53.798749,8.8970625,20H-20180116
251,speaker045_0045,00:30:58.479312,4.2250625,20H-20180116
252,speaker045_0046,00:31:02.736312,5.99575,20H-20180116
253,speaker045_0047,00:31:05.241250,3.49975,20H-20180116
254,speaker045_0048,00:31:08.686687,3.37175,20H-20180116
255,speaker045_0049,00:31:10.215999,1.83575,20H-20180116
256,speaker045_0050,00:31:10.215999,8.61975,20H-20180116
257,speaker045_0051,00:31:12.075437,6.76375,20H-20180116
258,speaker045_0052,00:31:18.853437,3.5850625,20H-20180116
259,speaker045_0053,00:31:23.619937,2.0490625,20H-20180116
260,speaker045_0054,00:31:23.619937,5.29175,20H-20180116
261,speaker045_0055,00:31:27.136187,1.77175,20H-20180116
262,speaker045_0056,00:24:05.195999,1.13175,20H-20180201
263,speaker045_0057,00:24:05.200499,3.478375,20H-20180201
264,speaker045_0058,00:24:06.282625,2.390375,20H-20180201
265,speaker045_0059,00:24:06.282625,6.230375,20H-20180201
266,speaker045_0060,00:24:08.706062,3.81975,20H-20180201
267,speaker045_0061,00:24:08.706062,7.062375,20H-20180201
268,speaker045_0062,00:24:12.511687,3.2650625,20H-20180201
269,speaker045_0063,00:24:12.511687,5.22775,20H-20180201
270,speaker045_0064,00:24:15.871750,1.878375,20H-20180201
271,speaker045_0065,00:24:16.841124,3.7770625,20H-20180201
272,speaker045_0066,00:24:16.841124,7.126375,20H-20180201
273,speaker045_0067,00:24:17.669499,6.294375,20H-20180201
274,speaker045_0068,00:24:20.315562,3.6490625,20H-20180201
275,speaker045_0069,00:24:20.315624,8.3210625,20H-20180201
276,speaker045_0070,00:24:23.923437,4.71575,20H-20180201
277,speaker045_0071,00:24:23.923437,8.086375,20H-20180201
278,speaker045_0072,00:24:24.929437,7.08375,20H-20180201
279,speaker045_0073,00:24:24.929437,3.6490625,20H-20180201
280,speaker045_0074,00:24:28.508250,3.542375,20H-20180201
281,speaker045_0075,00:24:28.668062,8.4490625,20H-20180201
282,speaker045_0076,00:24:32.136999,4.97175,20H-20180201
283,speaker045_0077,00:24:38.647062,1.8570625,20H-20180201
284,speaker045_0078,00:24:40.251937,3.350375,20H-20180201
285,speaker045_0079,00:24:40.251937,5.99575,20H-20180201
286,speaker045_0080,00:24:43.833312,2.41175,20H-20180201
287,speaker045_0081,00:27:08.986312,4.0330625,20H-20180205
288,speaker045_0082,00:27:12.966249,4.118375,20H-20180205
289,speaker045_0083,00:27:15.921875,1.1530625,20H-20180205
290,speaker045_0084,00:27:14.309812,2.774375,20H-20180205
291,speaker045_0085,00:27:29.574812,3.1370625,20H-20180205
292,speaker045_0086,00:27:33.275124,1.366375,20H-20180205
293,speaker045_0087,00:27:34.980312,5.9530625,20H-20180205
294,speaker045_0088,00:27:40.922062,2.9450625,20H-20180205
295,speaker045_0089,00:27:40.922125,6.12375,20H-20180205
296,speaker045_0090,00:27:42.960437,4.118375,20H-20180205
297,speaker045_0091,00:27:42.960437,1.110375,20H-20180205
298,speaker045_0092,00:27:47.085437,9.3450625,20H-20180205
299,speaker045_0093,00:27:51.208624,5.22775,20H-20180205
300,speaker045_0094,00:27:51.176500,7.72375,20H-20180205
301,speaker045_0095,00:27:56.532562,2.3690625,20H-20180205
302,speaker045_0096,00:40:34.764937,2.98775,20H-20180219
303,speaker045_0097,00:40:34.765124,7.14775,20H-20180219
304,speaker045_0098,00:40:37.718937,4.182375,20H-20180219
305,speaker045_0099,00:40:37.718937,7.5530625,20H-20180219
306,speaker045_0100,00:40:41.949687,7.446375,20H-20180219
307,speaker045_0101,00:40:45.086999,4.310375,20H-20180219
308,speaker045_0102,00:40:45.086999,10.60375,20H-20180219
309,speaker045_0103,00:40:49.208562,6.486375,20H-20180219
310,speaker045_0104,00:40:53.585062,2.1130625,20H-20180219
311,speaker045_0105,00:40:53.585062,7.510375,20H-20180219
312,speaker045_0106,00:40:55.553499,5.54775,20H-20180219
313,speaker045_0107,00:40:58.143625,2.9450625,20H-20180219
314,speaker045_0108,00:41:01.169312,5.4410625,20H-20180219
315,speaker045_0109,00:41:06.419750,5.8250625,20H-20180219
316,speaker045_0110,00:41:10.322187,1.942375,20H-20180219
317,speaker045_0111,00:41:07.842312,2.4330625,20H-20180219
318,speaker045_0112,00:41:06.393437,3.88375,20H-20180219
319,speaker045_0113,00:41:05.494687,1.13175,20H-20180219
320,speaker046_0000,00:13:42.462374,1.51575,20H-20180108
321,speaker046_0001,00:13:30.525687,2.66775,20H-20180108
322,speaker046_0002,00:13:36.655250,1.686375,20H-20180108
323,speaker046_0003,00:20:59.652874,1.19575,20H-20180108
324,speaker046_0004,00:20:58.480375,2.3690625,20H-20180108
325,speaker046_0005,00:20:58.064062,2.79575,20H-20180108
326,speaker046_0006,00:20:56.555875,1.558375,20H-20180108
327,speaker046_0007,00:20:56.555875,4.2890625,20H-20180108
328,speaker047_0000,00:17:15.937187,3.9050625,20H-20180108
329,speaker047_0001,00:16:47.980000,6.4010625,20H-20180108
330,speaker047_0002,00:16:55.198250,10.006375,20H-20180108
331,speaker047_0003,00:17:05.133250,2.1770625,20H-20180108
332,speaker047_0004,00:17:07.768937,5.910375,20H-20180108
333,speaker047_0005,00:17:13.807749,6.0170625,20H-20180108
334,speaker047_0006,00:16:47.980000,4.4170625,20H-20180108
335,speaker047_0007,00:16:50.377312,4.01175,20H-20180108
336,speaker047_0008,00:16:50.377312,1.9850625,20H-20180108
337,speaker047_0009,00:16:52.424624,1.96375,20H-20180108
338,speaker047_0010,00:16:53.342562,1.046375,20H-20180108
339,speaker047_0011,00:16:55.198250,4.07575,20H-20180108
340,speaker047_0012,00:16:55.990249,3.30775,20H-20180108
341,speaker047_0013,00:16:57.548125,1.750375,20H-20180108
342,speaker047_0014,00:16:56.032375,9.174375,20H-20180108
343,speaker047_0015,00:16:59.258062,5.9530625,20H-20180108
344,speaker047_0016,00:16:59.258062,4.118375,20H-20180108
345,speaker047_0017,00:17:03.165937,2.0490625,20H-20180108
346,speaker047_0018,00:17:03.165937,1.3450625,20H-20180108
347,speaker047_0019,00:17:05.133250,0.982375,20H-20180108
348,speaker047_0020,00:17:06.043562,1.2810625,20H-20180108
349,speaker047_0021,00:17:11.001874,2.6890625,20H-20180108
350,speaker047_0022,00:17:13.807749,1.19575,20H-20180108
351,speaker047_0023,00:17:13.807749,2.134375,20H-20180108
352,speaker047_0024,00:17:15.025624,4.8010625,20H-20180108
353,speaker048_0000,00:18:34.406062,1.046375,20H-20180108
354,speaker048_0001,00:17:40.359625,5.846375,20H-20180108
355,speaker048_0002,00:18:30.706750,2.134375,20H-20180108
356,speaker048_0003,00:17:54.163437,5.61175,20H-20180108
357,speaker048_0004,00:18:28.322499,4.502375,20H-20180108
358,speaker048_0005,00:18:12.555125,15.65975,20H-20180108
359,speaker048_0006,00:18:28.322499,2.34775,20H-20180108
360,speaker048_0007,00:17:40.359625,0.982375,20H-20180108
361,speaker048_0008,00:17:41.329062,4.886375,20H-20180108
362,speaker048_0009,00:18:17.457937,5.398375,20H-20180108
363,speaker048_0010,00:18:14.400687,8.4490625,20H-20180108
364,speaker048_0011,00:17:48.057437,2.60375,20H-20180108
365,speaker048_0012,00:17:49.561999,1.0250625,20H-20180108
366,speaker048_0013,00:18:26.119187,2.1130625,20H-20180108
367,speaker048_0014,00:18:14.321124,12.01175,20H-20180108
368,speaker048_0015,00:17:50.608124,2.518375,20H-20180108
369,speaker048_0016,00:17:51.901875,1.2170625,20H-20180108
370,speaker048_0017,00:17:54.163437,2.66775,20H-20180108
371,speaker048_0018,00:18:14.321124,13.910375,20H-20180108
372,speaker048_0019,00:17:57.349124,1.2810625,20H-20180108
373,speaker048_0020,00:17:57.349124,2.4330625,20H-20180108
374,speaker048_0021,00:17:58.453999,1.32375,20H-20180108
375,speaker048_0022,00:18:05.901125,2.79575,20H-20180108
376,speaker048_0023,00:18:05.901125,4.26775,20H-20180108
377,speaker048_0024,00:18:08.777937,1.4090625,20H-20180108
378,speaker048_0025,00:18:14.321124,3.17975,20H-20180108
379,speaker048_0026,00:18:12.555125,4.9290625,20H-20180108
380,speaker048_0027,00:18:10.225187,1.366375,20H-20180108
381,speaker048_0028,00:18:11.591374,1.06775,20H-20180108
382,speaker048_0029,00:18:12.555125,1.046375,20H-20180108
383,speaker048_0030,00:18:12.555125,1.8570625,20H-20180108
384,speaker048_0031,00:35:23.425312,1.9850625,20H-20180202
385,speaker048_0032,00:35:23.425312,6.1450625,20H-20180202
386,speaker048_0036,00:35:32.560875,2.09175,20H-20180202
387,speaker048_0037,00:35:32.562937,5.6330625,20H-20180202
388,speaker048_0039,00:35:49.292562,5.48375,20H-20180202
389,speaker048_0040,00:36:00.094250,2.518375,20H-20180202
390,speaker048_0041,00:36:00.094250,4.20375,20H-20180202
391,speaker048_0042,00:36:04.133937,6.18775,20H-20180202
392,speaker048_0043,00:36:10.340937,8.55575,20H-20180202
393,speaker048_0044,00:36:04.133937,4.054375,20H-20180202
394,speaker049_0000,00:24:31.128375,2.21975,20H-20180108
395,speaker049_0001,00:23:44.459374,1.4090625,20H-20180108
396,speaker049_0002,00:23:46.895812,6.2730625,20H-20180108
397,speaker049_0003,00:23:54.770312,2.73175,20H-20180108
398,speaker049_0004,00:23:57.481312,8.04375,20H-20180108
399,speaker049_0005,00:24:05.985312,10.902375,20H-20180108
400,speaker049_0006,00:24:16.735374,10.134375,20H-20180108
401,speaker049_0007,00:24:26.839937,6.50775,20H-20180108
402,speaker049_0008,00:24:34.252375,1.366375,20H-20180108
403,speaker049_0009,00:23:46.895812,1.174375,20H-20180108
404,speaker049_0010,00:23:46.895812,1.96375,20H-20180108
405,speaker049_0011,00:23:46.895812,2.28375,20H-20180108
406,speaker049_0012,00:23:46.895812,3.24375,20H-20180108
407,speaker049_0013,00:23:48.057499,2.1130625,20H-20180108
408,speaker049_0014,00:23:49.195687,1.00375,20H-20180108
409,speaker049_0015,00:23:49.195687,3.990375,20H-20180108
410,speaker049_0016,00:23:50.246000,2.92375,20H-20180108
411,speaker049_0017,00:23:50.246000,1.19575,20H-20180108
412,speaker049_0018,00:23:51.497062,1.686375,20H-20180108
413,speaker049_0019,00:23:54.770250,1.814375,20H-20180108
414,speaker049_0020,00:23:56.500874,1.00375,20H-20180108
415,speaker049_0021,00:23:57.481375,1.57975,20H-20180108
416,speaker049_0022,00:23:57.481375,2.966375,20H-20180108
417,speaker049_0023,00:23:59.109625,1.3450625,20H-20180108
418,speaker049_0024,00:24:00.510999,1.9210625,20H-20180108
419,speaker049_0025,00:24:00.510999,5.014375,20H-20180108
420,speaker049_0026,00:24:02.345562,3.17975,20H-20180108
421,speaker049_0027,00:24:04.523999,1.00375,20H-20180108
422,speaker049_0028,00:24:05.985249,6.166375,20H-20180108
423,speaker049_0029,00:24:05.985249,1.83575,20H-20180108
424,speaker049_0030,00:24:12.371875,1.1530625,20H-20180108
425,speaker049_0031,00:24:12.371875,4.52375,20H-20180108
426,speaker049_0032,00:24:13.748000,3.158375,20H-20180108
427,speaker049_0033,00:24:15.252812,1.64375,20H-20180108
428,speaker049_0034,00:24:16.735437,1.366375,20H-20180108
429,speaker049_0035,00:24:16.735374,3.8410625,20H-20180108
430,speaker049_0036,00:24:20.428937,6.44375,20H-20180108
431,speaker049_0037,00:24:20.428937,1.174375,20H-20180108
432,speaker049_0038,00:24:21.887375,4.9930625,20H-20180108
433,speaker049_0039,00:24:26.839937,1.878375,20H-20180108
434,speaker049_0040,00:24:26.839937,4.0970625,20H-20180108
435,speaker049_0041,00:24:28.849937,2.09175,20H-20180108
436,speaker049_0042,00:24:28.849937,4.502375,20H-20180108
437,speaker049_0043,00:24:31.725187,1.64375,20H-20180108
438,speaker049_0044,00:29:21.021375,8.790375,20H-20180129
439,speaker049_0045,00:29:21.021375,7.574375,20H-20180129
440,speaker049_0046,00:29:26.368437,2.21975,20H-20180129
441,speaker049_0047,00:29:26.438000,3.2010625,20H-20180129
442,speaker049_0048,00:29:29.884250,1.494375,20H-20180129
443,speaker049_0049,00:29:29.884250,2.838375,20H-20180129
444,speaker049_0050,00:29:29.884250,4.6730625,20H-20180129
