,sampleID,sourceID,startTime,duration
56,speaker042_0016,20H-20171219,00:28:06.949437,7.1050625
57,speaker042_0017,20H-20171219,00:28:09.123687,4.9930625
58,speaker042_0018,20H-20171219,00:28:09.123687,7.59575
59,speaker042_0019,20H-20171219,00:28:09.123687,1.1530625
60,speaker042_0020,20H-20171219,00:28:10.034625,6.678375
61,speaker042_0021,20H-20171219,00:28:14.136187,2.582375
62,speaker042_0022,20H-20171219,00:28:14.883062,1.83575
63,speaker042_0023,20H-20171219,00:28:17.498125,1.83575
64,speaker042_0024,20H-20171219,00:28:17.498125,3.222375
65,speaker042_0025,20H-20171219,00:28:19.475937,1.25975
66,speaker042_0026,20H-20171219,00:28:19.481749,3.88375
67,speaker042_0027,20H-20171219,00:28:17.498125,5.846375
68,speaker042_0028,20H-20171219,00:28:20.924749,2.41175
69,speaker042_0029,20H-20171219,00:28:20.924749,3.88375
70,speaker042_0030,20H-20171219,00:28:23.283062,1.51575
71,speaker042_0031,20H-20171219,00:28:24.837250,1.51575
72,speaker042_0032,20H-20171219,00:28:24.837250,5.142375
73,speaker042_0033,20H-20171219,00:28:24.837250,3.37175
74,speaker042_0034,20H-20171219,00:28:24.837250,10.5610625
75,speaker042_0035,20H-20171219,00:28:30.080750,5.334375
76,speaker042_0036,20H-20171219,00:28:32.219312,5.846375
77,speaker042_0037,20H-20171219,00:28:35.581374,2.4970625
78,speaker042_0038,20H-20171219,00:28:37.897124,3.5850625
79,speaker042_0039,20H-20171219,00:28:40.021625,6.358375
80,speaker042_0040,20H-20171219,00:28:40.021625,1.5370625
81,speaker042_0041,20H-20171219,00:28:41.561812,4.822375
82,speaker042_0042,20H-20171219,00:28:44.113687,2.262375
83,speaker042_0043,20H-20180108,00:05:52.689812,1.046375
84,speaker042_0044,20H-20180108,00:05:53.525187,3.69175
85,speaker042_0045,20H-20171210,00:30:13.340500,4.77975
86,speaker042_0046,20H-20180108,00:05:59.610374,3.734375
87,speaker042_0047,20H-20180108,00:06:53.314062,2.1770625
88,speaker042_0048,20H-20180108,00:06:54.127625,1.2170625
89,speaker042_0049,20H-20180108,00:06:51.858312,2.3050625
90,speaker042_0050,20H-20180108,00:06:59.055562,2.966375
91,speaker042_0051,20H-20180108,00:07:00.141312,1.89975
92,speaker042_0052,20H-20180108,00:07:00.826187,1.19575
93,speaker042_0053,20H-20180108,00:07:02.373249,2.73175
94,speaker042_0054,20H-20180108,00:07:02.924562,2.198375
95,speaker042_0055,20H-20180108,00:07:02.924500,4.5450625
96,speaker042_0056,20H-20180108,00:07:05.069749,2.390375
97,speaker042_0057,20H-20180108,00:07:06.312875,1.1530625
98,speaker042_0058,20H-20180108,00:07:10.160937,2.66775
99,speaker042_0059,20H-20180108,00:07:10.160937,3.414375
100,speaker042_0060,20H-20180108,00:07:12.238375,1.366375
101,speaker042_0061,20H-20180108,00:07:12.238375,11.862375
102,speaker042_0062,20H-20180108,00:07:12.789812,3.158375
103,speaker042_0063,20H-20180108,00:07:12.789812,9.1530625
104,speaker042_0064,20H-20180108,00:07:15.757999,6.166375
105,speaker042_0065,20H-20180108,00:07:15.757999,8.342375
106,speaker042_0066,20H-20180108,00:07:21.903124,2.198375
107,speaker042_0067,20H-20180108,00:07:23.987187,2.28375
108,speaker042_0068,20H-20180108,00:07:26.339125,2.838375
109,speaker042_0069,20H-20180108,00:07:27.992250,1.19575
110,speaker042_0070,20H-20180108,00:07:30.317999,1.45175
111,speaker042_0071,20H-20180108,00:07:30.258624,2.4330625
112,speaker042_0072,20H-20180108,00:07:29.855687,1.878375
113,speaker042_0073,20H-20180115,00:38:19.733374,3.414375
114,speaker042_0074,20H-20171210,00:31:00.119875,3.3290625
115,speaker042_0075,20H-20180115,00:38:28.547875,2.8810625
116,speaker042_0076,20H-20180115,00:38:41.522312,2.6890625
117,speaker042_0077,20H-20180115,00:38:44.313250,7.53175
118,speaker042_0078,20H-20180115,00:38:51.831687,3.7770625
119,speaker042_0079,20H-20180115,00:38:55.551937,4.054375
120,speaker042_0080,20H-20180115,00:38:59.596125,4.8650625
121,speaker042_0081,20H-20180130,00:30:34.146937,2.3050625
122,speaker042_0082,20H-20180130,00:30:34.146937,4.01175
123,speaker042_0083,20H-20180130,00:30:36.476374,1.686375
124,speaker042_0084,20H-20180130,00:30:36.476374,4.9290625
125,speaker042_0085,20H-20180130,00:30:34.305125,7.08375
126,speaker042_0086,20H-20180130,00:30:38.082249,3.222375
127,speaker042_0087,20H-20180130,00:30:41.391312,7.6170625
128,speaker042_0088,20H-20180130,00:30:43.536624,5.462375
129,speaker042_0089,20H-20180130,00:30:47.531999,1.4730625
130,speaker042_0090,20H-20180130,00:30:47.531999,8.49175
131,speaker042_0091,20H-20180130,00:30:49.043312,6.9770625
132,speaker042_0092,20H-20180130,00:30:56.276562,5.3130625
133,speaker042_0093,20H-20180130,00:31:01.626250,5.7610625
134,speaker042_0094,20H-20180130,00:31:03.293374,4.0970625
135,speaker042_0095,20H-20180130,00:31:03.293374,6.358375
136,speaker042_0096,20H-20180130,00:31:07.288687,2.34775
137,speaker042_0097,20H-20171201,00:30:37.917124,9.4090625
138,speaker042_0098,20H-20171201,00:30:37.917124,3.7130625
139,speaker042_0099,20H-20171201,00:30:45.820625,9.70775
140,speaker042_0100,20H-20171201,00:30:55.567125,9.750375
141,speaker042_0101,20H-20171201,00:31:05.333000,8.726375
142,speaker042_0102,20H-20171201,00:31:14.625125,3.158375
143,speaker042_0103,20H-20171201,00:31:14.625125,10.390375
144,speaker042_0104,20H-20171201,00:31:17.592499,7.40375
145,speaker042_0105,20H-20171201,00:31:23.939374,1.06775
146,speaker042_0106,20H-20171201,00:31:23.939374,3.3290625
147,speaker042_0107,20H-20171205,00:42:20.178562,10.15575
148,speaker042_0108,20H-20171201,00:31:33.231312,5.974375
149,speaker042_0109,20H-20171218,00:27:28.877812,7.062375
150,speaker042_0110,20H-20171218,00:27:31.973687,3.9690625
151,speaker042_0111,20H-20171218,00:27:31.973687,5.7610625
152,speaker042_0112,20H-20171218,00:27:43.267812,5.09975
153,speaker042_0113,20H-20171218,00:27:49.991999,10.2410625
154,speaker042_0114,20H-20171218,00:27:54.544187,5.6970625
155,speaker042_0115,20H-20171218,00:27:54.517374,8.1290625
156,speaker042_0116,20H-20171218,00:27:57.436500,10.134375
157,speaker042_0117,20H-20171218,00:28:07.367999,8.8330625
158,speaker042_0118,20H-20171218,00:28:16.223312,5.9530625
159,speaker043_0000,20H-20171220,00:07:36.583500,1.00375
160,speaker043_0001,20H-20171220,00:07:21.103687,8.4490625
161,speaker043_0002,20H-20171220,00:07:29.424750,1.686375
162,speaker043_0003,20H-20171220,00:07:31.162249,6.422375
163,speaker043_0004,20H-20171220,00:07:21.103499,5.7610625
164,speaker043_0005,20H-20171220,00:07:24.296312,2.582375
165,speaker043_0006,20H-20171220,00:07:24.296249,5.270375
166,speaker043_0007,20H-20171220,00:07:26.799812,2.7530625
167,speaker043_0008,20H-20171220,00:07:26.799812,1.83575
168,speaker043_0009,20H-20171220,00:07:28.551625,1.00375
169,speaker043_0010,20H-20171220,00:07:31.162249,1.89975
170,speaker043_0011,20H-20171220,00:07:31.162187,3.158375
171,speaker043_0012,20H-20171220,00:07:31.162187,4.950375
172,speaker043_0013,20H-20171220,00:07:34.389374,1.7290625
173,speaker043_0014,20H-20171220,00:07:34.389374,3.2010625
174,speaker044_0000,20H-20171220,00:09:45.422187,1.2170625
175,speaker044_0001,20H-20171220,00:09:37.884625,1.00375
176,speaker044_0002,20H-20171220,00:09:38.761999,3.606375
177,speaker044_0003,20H-20171220,00:09:41.427187,5.206375
178,speaker044_0004,20H-20180113,00:26:40.722062,2.646375
179,speaker044_0005,20H-20171220,00:09:40.409750,1.96375
180,speaker044_0006,20H-20171220,00:09:41.327812,1.046375
181,speaker044_0007,20H-20171220,00:09:41.427187,2.15575
182,speaker044_0008,20H-20171220,00:09:43.612312,3.030375
183,speaker044_0009,20H-20171220,00:09:43.594624,1.878375
184,speaker044_0010,20H-20180124,00:08:37.567937,2.454375
185,speaker044_0011,20H-20180124,00:08:37.567937,5.142375
186,speaker044_0012,20H-20180124,00:08:37.567937,8.23575
187,speaker044_0013,20H-20180124,00:08:41.023625,4.77975
188,speaker044_0014,20H-20180124,00:08:41.023625,5.86775
189,speaker044_0015,20H-20180124,00:08:41.023625,7.958375
190,speaker044_0016,20H-20180124,00:08:45.729749,3.24375
191,speaker044_0017,20H-20180124,00:08:45.820000,2.34775
192,speaker044_0018,20H-20180124,00:08:54.556874,4.33175
193,speaker044_0019,20H-20180124,00:09:03.182562,1.00375
194,speaker044_0020,20H-20180124,00:09:08.793187,2.98775
195,speaker044_0021,20H-20180124,00:09:15.442437,1.0890625
196,speaker044_0022,20H-20180124,00:09:22.601999,2.6890625
197,speaker044_0023,20H-20180124,00:09:30.622437,2.4970625
198,speaker044_0024,20H-20180124,00:09:30.622437,6.7850625
199,speaker044_0025,20H-20180124,00:09:34.848062,2.5610625
200,speaker044_0026,20H-20180124,00:09:34.848062,6.89175
201,speaker044_0027,20H-20180124,00:09:37.435749,4.2890625
202,speaker044_0028,20H-20180124,00:09:37.435812,5.54775
203,speaker044_0029,20H-20180124,00:09:41.605125,1.366375
204,speaker044_0030,20H-20180124,00:09:41.605125,4.4170625
205,speaker044_0031,20H-20180124,00:09:42.976125,3.05175
206,speaker045_0000,20H-20180108,00:12:51.694937,5.54775
207,speaker045_0001,20H-20180108,00:11:50.503062,5.270375
208,speaker045_0002,20H-20180108,00:11:55.523937,5.7610625
209,speaker045_0003,20H-20180108,00:12:01.541624,4.566375
210,speaker045_0004,20H-20180108,00:12:28.611812,1.1530625
211,speaker045_0005,20H-20180203,00:31:48.136937,3.094375
212,speaker045_0006,20H-20180108,00:12:35.865125,9.3450625
213,speaker045_0007,20H-20180108,00:12:45.013062,12.2250625
214,speaker045_0008,20H-20171209,00:24:59.564374,2.0490625
215,speaker045_0009,20H-20180108,00:11:52.521062,1.13175
216,speaker045_0010,20H-20180108,00:11:52.521062,3.2650625
217,speaker045_0011,20H-20180108,00:11:53.474937,2.3050625
218,speaker045_0012,20H-20180108,00:11:54.581750,1.19575
219,speaker045_0013,20H-20180108,00:11:56.246312,2.85975
220,speaker045_0014,20H-20180108,00:11:56.246312,5.0570625
221,speaker045_0015,20H-20180108,00:11:58.993624,2.3050625
222,speaker045_0016,20H-20180108,00:12:01.541624,2.85975
223,speaker045_0017,20H-20180108,00:12:02.886875,1.5370625
224,speaker045_0018,20H-20180108,00:12:04.400375,1.70775
225,speaker045_0019,20H-20180108,00:12:35.865125,3.926375
226,speaker045_0020,20H-20180108,00:12:36.722750,3.094375
227,speaker045_0021,20H-20180108,00:12:36.722750,8.49175
228,speaker045_0022,20H-20180108,00:12:36.722750,5.206375
229,speaker045_0023,20H-20180108,00:12:35.865125,6.038375
230,speaker045_0024,20H-20180108,00:12:41.924187,3.286375
231,speaker045_0025,20H-20180108,00:12:43.520812,1.70775
232,speaker045_0026,20H-20180108,00:12:45.013062,3.222375
233,speaker045_0027,20H-20180108,00:12:45.991125,2.262375
234,speaker045_0028,20H-20180108,00:12:45.991125,11.2650625
235,speaker045_0029,20H-20180108,00:12:45.991125,5.462375
236,speaker045_0030,20H-20180108,00:12:45.013062,6.422375
237,speaker045_0031,20H-20180108,00:12:45.013062,9.558375
238,speaker045_0032,20H-20180108,00:12:46.042874,8.55575
239,speaker045_0033,20H-20180108,00:12:48.277062,6.31575
240,speaker045_0034,20H-20180108,00:12:48.277187,8.9610625
241,speaker045_0035,20H-20180108,00:12:48.277249,1.430375
242,speaker045_0036,20H-20180108,00:12:48.277249,4.52375
243,speaker045_0037,20H-20180108,00:12:54.845812,2.41175
244,speaker045_0038,20H-20180116,00:30:39.036687,2.8810625
245,speaker045_0039,20H-20180116,00:30:39.036687,6.614375
246,speaker045_0040,20H-20180116,00:30:41.749749,3.88375
247,speaker045_0041,20H-20180116,00:30:43.761874,1.878375
248,speaker045_0042,20H-20180116,00:30:49.317000,4.502375
249,speaker045_0043,20H-20180116,00:30:52.427687,1.4090625
250,speaker045_0044,20H-20180116,00:30:53.798749,8.8970625
251,speaker045_0045,20H-20180116,00:30:58.479312,4.2250625
252,speaker045_0046,20H-20180116,00:31:02.736312,5.99575
253,speaker045_0047,20H-20180116,00:31:05.241250,3.49975
254,speaker045_0048,20H-20180116,00:31:08.686687,3.37175
255,speaker045_0049,20H-20180116,00:31:10.215999,1.83575
256,speaker045_0050,20H-20180116,00:31:10.215999,8.61975
257,speaker045_0051,20H-20180116,00:31:12.075437,6.76375
258,speaker045_0052,20H-20180116,00:31:18.853437,3.5850625
259,speaker045_0053,20H-20180116,00:31:23.619937,2.0490625
260,speaker045_0054,20H-20180116,00:31:23.619937,5.29175
261,speaker045_0055,20H-20180116,00:31:27.136187,1.77175
262,speaker045_0056,20H-20180201,00:24:05.195999,1.13175
263,speaker045_0057,20H-20180201,00:24:05.200499,3.478375
264,speaker045_0058,20H-20180201,00:24:06.282625,2.390375
265,speaker045_0059,20H-20180201,00:24:06.282625,6.230375
266,speaker045_0060,20H-20180201,00:24:08.706062,3.81975
267,speaker045_0061,20H-20180201,00:24:08.706062,7.062375
268,speaker045_0062,20H-20180201,00:24:12.511687,3.2650625
269,speaker045_0063,20H-20180201,00:24:12.511687,5.22775
270,speaker045_0064,20H-20180201,00:24:15.871750,1.878375
271,speaker045_0065,20H-20180201,00:24:16.841124,3.7770625
272,speaker045_0066,20H-20180201,00:24:16.841124,7.126375
273,speaker045_0067,20H-20180201,00:24:17.669499,6.294375
274,speaker045_0068,20H-20180201,00:24:20.315562,3.6490625
275,speaker045_0069,20H-20180201,00:24:20.315624,8.3210625
276,speaker045_0070,20H-20180201,00:24:23.923437,4.71575
277,speaker045_0071,20H-20180201,00:24:23.923437,8.086375
278,speaker045_0072,20H-20180201,00:24:24.929437,7.08375
279,speaker045_0073,20H-20180201,00:24:24.929437,3.6490625
280,speaker045_0074,20H-20180201,00:24:28.508250,3.542375
281,speaker045_0075,20H-20180201,00:24:28.668062,8.4490625
282,speaker045_0076,20H-20180201,00:24:32.136999,4.97175
283,speaker045_0077,20H-20180201,00:24:38.647062,1.8570625
284,speaker045_0078,20H-20180201,00:24:40.251937,3.350375
285,speaker045_0079,20H-20180201,00:24:40.251937,5.99575
286,speaker045_0080,20H-20180201,00:24:43.833312,2.41175
287,speaker045_0081,20H-20180205,00:27:08.986312,4.0330625
288,speaker045_0082,20H-20180205,00:27:12.966249,4.118375
289,speaker045_0083,20H-20180205,00:27:15.921875,1.1530625
290,speaker045_0084,20H-20180205,00:27:14.309812,2.774375
291,speaker045_0085,20H-20180205,00:27:29.574812,3.1370625
292,speaker045_0086,20H-20180205,00:27:33.275124,1.366375
293,speaker045_0087,20H-20180205,00:27:34.980312,5.9530625
294,speaker045_0088,20H-20180205,00:27:40.922062,2.9450625
295,speaker045_0089,20H-20180205,00:27:40.922125,6.12375
296,speaker045_0090,20H-20180205,00:27:42.960437,4.118375
297,speaker045_0091,20H-20180205,00:27:42.960437,1.110375
298,speaker045_0092,20H-20180205,00:27:47.085437,9.3450625
299,speaker045_0093,20H-20180205,00:27:51.208624,5.22775
300,speaker045_0094,20H-20180205,00:27:51.176500,7.72375
301,speaker045_0095,20H-20180205,00:27:56.532562,2.3690625
302,speaker045_0096,20H-20180219,00:40:34.764937,2.98775
303,speaker045_0097,20H-20180219,00:40:34.765124,7.14775
304,speaker045_0098,20H-20180219,00:40:37.718937,4.182375
305,speaker045_0099,20H-20180219,00:40:37.718937,7.5530625
306,speaker045_0100,20H-20180219,00:40:41.949687,7.446375
307,speaker045_0101,20H-20180219,00:40:45.086999,4.310375
308,speaker045_0102,20H-20180219,00:40:45.086999,10.60375
309,speaker045_0103,20H-20180219,00:40:49.208562,6.486375
310,speaker045_0104,20H-20180219,00:40:53.585062,2.1130625
311,speaker045_0105,20H-20180219,00:40:53.585062,7.510375
312,speaker045_0106,20H-20180219,00:40:55.553499,5.54775
313,speaker045_0107,20H-20180219,00:40:58.143625,2.9450625
314,speaker045_0108,20H-20180219,00:41:01.169312,5.4410625
315,speaker045_0109,20H-20180219,00:41:06.419750,5.8250625
316,speaker045_0110,20H-20180219,00:41:10.322187,1.942375
317,speaker045_0111,20H-20180219,00:41:07.842312,2.4330625
318,speaker045_0112,20H-20180219,00:41:06.393437,3.88375
319,speaker045_0113,20H-20180219,00:41:05.494687,1.13175
320,speaker046_0000,20H-20180108,00:13:42.462374,1.51575
321,speaker046_0001,20H-20180108,00:13:30.525687,2.66775
322,speaker046_0002,20H-20180108,00:13:36.655250,1.686375
323,speaker046_0003,20H-20180108,00:20:59.652874,1.19575
324,speaker046_0004,20H-20180108,00:20:58.480375,2.3690625
325,speaker046_0005,20H-20180108,00:20:58.064062,2.79575
326,speaker046_0006,20H-20180108,00:20:56.555875,1.558375
327,speaker046_0007,20H-20180108,00:20:56.555875,4.2890625
328,speaker047_0000,20H-20180108,00:17:15.937187,3.9050625
329,speaker047_0001,20H-20180108,00:16:47.980000,6.4010625
330,speaker047_0002,20H-20180108,00:16:55.198250,10.006375
331,speaker047_0003,20H-20180108,00:17:05.133250,2.1770625
332,speaker047_0004,20H-20180108,00:17:07.768937,5.910375
333,speaker047_0005,20H-20180108,00:17:13.807749,6.0170625
334,speaker047_0006,20H-20180108,00:16:47.980000,4.4170625
335,speaker047_0007,20H-20180108,00:16:50.377312,4.01175
336,speaker047_0008,20H-20180108,00:16:50.377312,1.9850625
337,speaker047_0009,20H-20180108,00:16:52.424624,1.96375
338,speaker047_0010,20H-20180108,00:16:53.342562,1.046375
339,speaker047_0011,20H-20180108,00:16:55.198250,4.07575
340,speaker047_0012,20H-20180108,00:16:55.990249,3.30775
341,speaker047_0013,20H-20180108,00:16:57.548125,1.750375
342,speaker047_0014,20H-20180108,00:16:56.032375,9.174375
343,speaker047_0015,20H-20180108,00:16:59.258062,5.9530625
344,speaker047_0016,20H-20180108,00:16:59.258062,4.118375
345,speaker047_0017,20H-20180108,00:17:03.165937,2.0490625
346,speaker047_0018,20H-20180108,00:17:03.165937,1.3450625
347,speaker047_0019,20H-20180108,00:17:05.133250,0.982375
348,speaker047_0020,20H-20180108,00:17:06.043562,1.2810625
349,speaker047_0021,20H-20180108,00:17:11.001874,2.6890625
350,speaker047_0022,20H-20180108,00:17:13.807749,1.19575
351,speaker047_0023,20H-20180108,00:17:13.807749,2.134375
352,speaker047_0024,20H-20180108,00:17:15.025624,4.8010625
353,speaker048_0000,20H-20180108,00:18:34.406062,1.046375
354,speaker048_0001,20H-20180108,00:17:40.359625,5.846375
355,speaker048_0002,20H-20180108,00:18:30.706750,2.134375
356,speaker048_0003,20H-20180108,00:17:54.163437,5.61175
357,speaker048_0004,20H-20180108,00:18:28.322499,4.502375
358,speaker048_0005,20H-20180108,00:18:12.555125,15.65975
359,speaker048_0006,20H-20180108,00:18:28.322499,2.34775
360,speaker048_0007,20H-20180108,00:17:40.359625,0.982375
361,speaker048_0008,20H-20180108,00:17:41.329062,4.886375
362,speaker048_0009,20H-20180108,00:18:17.457937,5.398375
363,speaker048_0010,20H-20180108,00:18:14.400687,8.4490625
364,speaker048_0011,20H-20180108,00:17:48.057437,2.60375
365,speaker048_0012,20H-20180108,00:17:49.561999,1.0250625
366,speaker048_0013,20H-20180108,00:18:26.119187,2.1130625
367,speaker048_0014,20H-20180108,00:18:14.321124,12.01175
368,speaker048_0015,20H-20180108,00:17:50.608124,2.518375
369,speaker048_0016,20H-20180108,00:17:51.901875,1.2170625
370,speaker048_0017,20H-20180108,00:17:54.163437,2.66775
371,speaker048_0018,20H-20180108,00:18:14.321124,13.910375
372,speaker048_0019,20H-20180108,00:17:57.349124,1.2810625
373,speaker048_0020,20H-20180108,00:17:57.349124,2.4330625
374,speaker048_0021,20H-20180108,00:17:58.453999,1.32375
375,speaker048_0022,20H-20180108,00:18:05.901125,2.79575
376,speaker048_0023,20H-20180108,00:18:05.901125,4.26775
377,speaker048_0024,20H-20180108,00:18:08.777937,1.4090625
378,speaker048_0025,20H-20180108,00:18:14.321124,3.17975
379,speaker048_0026,20H-20180108,00:18:12.555125,4.9290625
380,speaker048_0027,20H-20180108,00:18:10.225187,1.366375
381,speaker048_0028,20H-20180108,00:18:11.591374,1.06775
382,speaker048_0029,20H-20180108,00:18:12.555125,1.046375
383,speaker048_0030,20H-20180108,00:18:12.555125,1.8570625
384,speaker048_0031,20H-20180202,00:35:23.425312,1.9850625
385,speaker048_0032,20H-20180202,00:35:23.425312,6.1450625
386,speaker048_0036,20H-20180202,00:35:32.560875,2.09175
387,speaker048_0037,20H-20180202,00:35:32.562937,5.6330625
388,speaker048_0039,20H-20180202,00:35:49.292562,5.48375
389,speaker048_0040,20H-20180202,00:36:00.094250,2.518375
390,speaker048_0041,20H-20180202,00:36:00.094250,4.20375
391,speaker048_0042,20H-20180202,00:36:04.133937,6.18775
392,speaker048_0043,20H-20180202,00:36:10.340937,8.55575
393,speaker048_0044,20H-20180202,00:36:04.133937,4.054375
394,speaker049_0000,20H-20180108,00:24:31.128375,2.21975
395,speaker049_0001,20H-20180108,00:23:44.459374,1.4090625
396,speaker049_0002,20H-20180108,00:23:46.895812,6.2730625
397,speaker049_0003,20H-20180108,00:23:54.770312,2.73175
398,speaker049_0004,20H-20180108,00:23:57.481312,8.04375
399,speaker049_0005,20H-20180108,00:24:05.985312,10.902375
400,speaker049_0006,20H-20180108,00:24:16.735374,10.134375
401,speaker049_0007,20H-20180108,00:24:26.839937,6.50775
402,speaker049_0008,20H-20180108,00:24:34.252375,1.366375
403,speaker049_0009,20H-20180108,00:23:46.895812,1.174375
404,speaker049_0010,20H-20180108,00:23:46.895812,1.96375
405,speaker049_0011,20H-20180108,00:23:46.895812,2.28375
406,speaker049_0012,20H-20180108,00:23:46.895812,3.24375
407,speaker049_0013,20H-20180108,00:23:48.057499,2.1130625
408,speaker049_0014,20H-20180108,00:23:49.195687,1.00375
409,speaker049_0015,20H-20180108,00:23:49.195687,3.990375
410,speaker049_0016,20H-20180108,00:23:50.246000,2.92375
411,speaker049_0017,20H-20180108,00:23:50.246000,1.19575
412,speaker049_0018,20H-20180108,00:23:51.497062,1.686375
413,speaker049_0019,20H-20180108,00:23:54.770250,1.814375
414,speaker049_0020,20H-20180108,00:23:56.500874,1.00375
415,speaker049_0021,20H-20180108,00:23:57.481375,1.57975
416,speaker049_0022,20H-20180108,00:23:57.481375,2.966375
417,speaker049_0023,20H-20180108,00:23:59.109625,1.3450625
418,speaker049_0024,20H-20180108,00:24:00.510999,1.9210625
419,speaker049_0025,20H-20180108,00:24:00.510999,5.014375
420,speaker049_0026,20H-20180108,00:24:02.345562,3.17975
421,speaker049_0027,20H-20180108,00:24:04.523999,1.00375
422,speaker049_0028,20H-20180108,00:24:05.985249,6.166375
423,speaker049_0029,20H-20180108,00:24:05.985249,1.83575
424,speaker049_0030,20H-20180108,00:24:12.371875,1.1530625
425,speaker049_0031,20H-20180108,00:24:12.371875,4.52375
426,speaker049_0032,20H-20180108,00:24:13.748000,3.158375
427,speaker049_0033,20H-20180108,00:24:15.252812,1.64375
428,speaker049_0034,20H-20180108,00:24:16.735437,1.366375
429,speaker049_0035,20H-20180108,00:24:16.735374,3.8410625
430,speaker049_0036,20H-20180108,00:24:20.428937,6.44375
431,speaker049_0037,20H-20180108,00:24:20.428937,1.174375
432,speaker049_0038,20H-20180108,00:24:21.887375,4.9930625
433,speaker049_0039,20H-20180108,00:24:26.839937,1.878375
434,speaker049_0040,20H-20180108,00:24:26.839937,4.0970625
435,speaker049_0041,20H-20180108,00:24:28.849937,2.09175
436,speaker049_0042,20H-20180108,00:24:28.849937,4.502375
437,speaker049_0043,20H-20180108,00:24:31.725187,1.64375
438,speaker049_0044,20H-20180129,00:29:21.021375,8.790375
439,speaker049_0045,20H-20180129,00:29:21.021375,7.574375
440,speaker049_0046,20H-20180129,00:29:26.368437,2.21975
441,speaker049_0047,20H-20180129,00:29:26.438000,3.2010625
442,speaker049_0048,20H-20180129,00:29:29.884250,1.494375
443,speaker049_0049,20H-20180129,00:29:29.884250,2.838375
444,speaker049_0050,20H-20180129,00:29:29.884250,4.6730625
